source	target	category	domain	source_tag	status	scope	notes
physical	物理	T.GAME.DAMAGE	combat	damage type	existing	core
fire	火焰	T.GAME.DAMAGE	combat	damage type	existing	core
cold	寒冷	T.GAME.DAMAGE	combat	damage type	existing	core
lightning	闪电	T.GAME.DAMAGE	combat	damage type	existing	core
acid	酸性	T.GAME.DAMAGE	combat	damage type	existing	core
nature	自然	T.GAME.DAMAGE	combat	damage type	existing	core
blight	枯萎	T.GAME.DAMAGE	combat	damage type	existing	core
light	光系	T.GAME.DAMAGE	combat	damage type	existing	core	与装备重量语境的“轻甲”区分
darkness	暗影	T.GAME.DAMAGE	combat	damage type	existing	core
mind	精神	T.GAME.DAMAGE	combat	damage type	existing	core
temporal	时空	T.GAME.DAMAGE	combat	damage type	existing	core
poison	毒素	T.GAME.DAMAGE	combat	damage type	existing	core
bleed	流血	T.GAME.DAMAGE	combat	damage type	existing	core
gravity	重力	T.GAME.DAMAGE	combat	damage type	existing	core
arcane	奥术	T.GAME.DAMAGE	combat	damage type	existing	global
acid blind	酸性致盲	T.GAME.DAMAGE	combat	damage type	existing	global	复合伤害类型
arcane blast	奥术爆炸	T.GAME.DAMAGE	combat	damage type	existing	global	复合伤害类型
arcane silence	奥术沉默	T.GAME.DAMAGE	combat	damage type	existing	global	复合伤害类型
blinding	致盲	T.GAME.DAMAGE	combat	damage type	existing	global
fire burn	火焰燃烧	T.GAME.DAMAGE	combat	damage type	existing	global
healing	治疗	T.GAME.DAMAGE	combat	damage type	existing	global	治疗型伤害/效果类型
holy light	圣光	T.GAME.DAMAGE	combat	damage type	existing	global
ice	寒冰	T.GAME.DAMAGE	combat	damage type	existing	global
life leech	吸血	T.GAME.DAMAGE	combat	damage type	existing	global
manaburn arcane	法力燃烧	T.GAME.DAMAGE	combat	damage type	existing	global
physical repulsion	物理排斥	T.GAME.DAMAGE	combat	damage type	existing	global	复合伤害类型
illumination	照明	T.GAME.DAMAGE	combat	damage type	existing	global
freeze	冰冻	T.GAME.DAMAGE	combat	damage type	existing	core
voidburn	虚空灼烧	T.GAME.DAMAGE	combat	damage type	existing	dlc	Cults of Entropy DLC 伤害类型
slowing void	减速之虚	T.GAME.DAMAGE	combat	damage type	existing	dlc	Cults of Entropy DLC 伤害类型
draining void	汲取之虚	T.GAME.DAMAGE	combat	damage type	existing	dlc	Cults of Entropy DLC 伤害类型
obliterating void	湮灭之虚	T.GAME.DAMAGE	combat	damage type	existing	dlc	Cults of Entropy DLC 伤害类型
aging temporal	衰老	T.GAME.DAMAGE	combat	damage type	existing	dlc	Cults of Entropy DLC 伤害类型
caustic steam	腐蚀蒸汽	T.GAME.DAMAGE	combat	damage type	existing	dlc	Embers of Rage DLC 伤害类型
galvanic	放电	T.GAME.DAMAGE	combat	damage type	existing	dlc	Embers of Rage DLC 伤害类型
terrene	寒岩	T.GAME.DAMAGE	combat	damage type	existing	dlc	Embers of Rage 的土与寒冷复合伤害类型；与“科技法术：寒岩”及技能描述统一，不按普通形容词直译
chemical	化学	T.GAME.DAMAGE	combat	damage type	existing	dlc	Embers of Rage DLC 伤害类型
resource shock	资源冲击	T.GAME.DAMAGE	combat	damage type	existing	dlc	Embers of Rage DLC 伤害类型
stun	震慑	T.GAME.EFFECT	combat	effect subtype	existing	core
pin	定身	T.GAME.EFFECT	combat	effect subtype	existing	core
silence	沉默	T.GAME.EFFECT	combat	effect subtype	existing	core
confusion	混乱	T.GAME.EFFECT	combat	effect subtype	existing	core
slow	减速	T.GAME.EFFECT	combat	effect subtype	existing	core
shield	护盾	T.GAME.EFFECT	combat	effect subtype	existing	core
heal	治疗	T.GAME.EFFECT	combat	effect subtype	existing	core
resistance	抵抗	T.GAME.EFFECT	combat	effect subtype	existing	core
curse	诅咒	T.GAME.EFFECT	combat	effect subtype	existing	core
disease	疾病	T.GAME.EFFECT	combat	effect subtype	existing	core
fear	恐惧	T.GAME.EFFECT	combat	effect subtype	existing	core
blind	致盲	T.GAME.EFFECT	combat	effect subtype	existing	global
bleed	流血	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
cut	流血	T.GAME.EFFECT	combat	effect subtype	existing	global	切割造成的流血效果
disarm	缴械	T.GAME.EFFECT	combat	effect subtype	existing	global
frenzy	狂乱	T.GAME.EFFECT	combat	effect subtype	existing	global	与技能名 Frenzy 的译法区分
madness	疯狂	T.GAME.EFFECT	combat	effect subtype	existing	global
regeneration	回复	T.GAME.EFFECT	combat	effect subtype	existing	global
sleep	睡眠	T.GAME.EFFECT	combat	effect subtype	existing	global
speed	速度	T.GAME.EFFECT	combat	effect subtype	existing	global
cooldown	冷却	T.GAME.EFFECT	combat	effect subtype	existing	global
teleport	传送	T.GAME.EFFECT	combat	effect subtype	existing	global
telekinesis	念力	T.GAME.EFFECT	combat	effect subtype	existing	global
antimagic	反魔法	T.GAME.EFFECT	combat	effect subtype	existing	global
arcane	奥术	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
physical	物理	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
nature	自然	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
lightning	闪电	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
fire	火焰	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
acid	酸性	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
cold	寒冷	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
light	光系	T.GAME.EFFECT	combat	effect subtype	existing	global	与装备重量“轻甲”区分
psionic	灵能	T.GAME.EFFECT	combat	effect subtype	existing	global
wound	创伤	T.GAME.EFFECT	combat	effect subtype	existing	global
blight	枯萎	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
darkness	暗影	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
temporal	时空	T.GAME.EFFECT	combat	effect subtype	existing	global	与 damage type 同名但语境不同
tactic	战术	T.GAME.EFFECT	combat	effect subtype	existing	global
tactical	战术	T.GAME.EFFECT	combat	effect subtype	existing	global	与 tactic 同义的变体
technomancy	科技法术	T.GAME.EFFECT	combat	effect subtype	existing	dlc
sense	感知	T.GAME.EFFECT	combat	effect subtype	existing	global
Slumber	沉睡	T.GAME.EFFECT	combat	_t	preferred	core	状态名；与同名技能统一
Constricted	缠绕	T.GAME.EFFECT	combat	_t	preferred	core	状态名及其战斗日志统一使用“缠绕”
dirge	挽歌	T.GAME.EFFECT	combat	effect subtype	preferred	core	稳定版 1.7.6 的魔法持续效果名称
insanity	疯狂	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Cults of Entropy DLC 机制效果类型
entropy	熵	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Cults of Entropy DLC 机制效果类型
horror	恐魔	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Cults of Entropy DLC 机制效果类型
demonic	恶魔	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Ashes of Urh'Rok DLC 机制效果类型
ritual	仪式	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Ashes of Urh'Rok DLC 机制效果类型
seismic	地震	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Ashes of Urh'Rok DLC 机制效果类型
affinity	伤害吸收	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Ashes of Urh'Rok DLC 机制效果类型
steam	蒸汽	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Embers of Rage DLC 机制效果类型
gestalt	格式塔	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Embers of Rage DLC 机制效果类型
biologic	生物	T.GAME.EFFECT	combat	effect subtype	existing	dlc	Embers of Rage DLC 机制效果类型
Out of Phase	脱离现实	T.GAME.EFFECT	combat	_t	preferred	core	传送后获得的相位状态名；统一沿用效果定义，不泛化为“传送后加成”
Beckoned	受召	T.GAME.EFFECT	combat	_t	preferred	core	Beckon 强制目标响应呼唤并移向召唤者的状态；统一状态名和获得/失去日志
veil	猎杀	T.GAME.EFFECT	combat	effect subtype	preferred	core	仅用于 Stalking/Stalked 的内部效果分类；按猎杀机制语境处理，不作普通名词“面纱”
Lord of Skulls	骷髅王	T.GAME.EFFECT	combat	_t	preferred	core	同名强化状态；与技能名、状态日志及职业变体统一
Eldritch Stone Shield	奥术岩盾	T.GAME.EFFECT	combat	_t	preferred	core	Eldritch Stone 产生的同名护盾状态；与技能名统一
Maligned	恶意缠身	T.GAME.EFFECT	combat	_t	preferred	core	精神诅咒状态名；表示受到恶意影响并降低所有伤害抗性，不引入“感染”含义；说明与日志可按语法写作“受到恶意影响”
Death Momentum	死亡动量	T.GAME.EFFECT	combat	_t	preferred	dlc	Embers of Rage 白蹄族移动叠层状态；移动时积累并提高速度，未移动时衰减，统一状态名、技能说明和装备加成，不写作“死亡波纹/死亡波动”
Reviving Phoenix	凤凰涅槃	T.GAME.EFFECT	combat	_t	preferred	core	凤凰复生效果；统一效果标题及正负状态显示键，使用标准写法“涅槃”，不写作“涅磐”
Curse of Defenselessness	无防备诅咒	T.GAME.EFFECT	combat	_t	preferred	core	同名负面状态；与技能名及召唤物能力列表统一
blight poison	枯萎毒素	T.GAME.EFFECT	combat	tformat	preferred	core	腐烂系啃噬技能注入的枯萎毒素；与战斗日志和 Blight Poison 状态名统一，不写作“瘟疫病毒”
Lightblight	光之枯萎	T.GAME.EFFECT	combat	_t	preferred	core	裁决施加的光系负面状态；降低豁免与暴击伤害，并使所受光系伤害按比例范围溅射；与 Illumination“照明”区分
Thrall	奴仆	T.GAME.EFFECT	combat	_t	preferred	core	精神支配后目标的状态身份；与 Mental Domination“精神控制”能力名区分
knockback	击退	T.GAME.EFFECT	combat	_t	preferred	core	状态免疫面板 Knockback Resistance；战斗日志“%s抵抗了击退！”
stone	石化	T.GAME.EFFECT	combat	_t	preferred	core	状态免疫面板 Stoning Resistance；与石化毒素（nature 伤害变体）同词根
instakill	即死	T.GAME.EFFECT	combat	_t	preferred	core	状态免疫面板 Instadeath Resistance；“%s免疫即死和精神控制效果！”
Spellpower	法术强度	T.GAME.STAT	combat	_t	existing	core
Mindpower: 	精神强度：	T.GAME.STAT	combat	_t	existing	core	源码标签包含尾随空格
Accuracy:	命中：	T.GAME.STAT	combat	_t	existing	core	带冒号的界面标签
Defense:	闪避：	T.GAME.STAT	combat	_t	existing	core	带冒号的界面标签
Armour	护甲值	T.GAME.STAT	combat	_t	existing	core	英式拼写
Strength	力量	T.GAME.STAT	combat	stat name	existing	global
Dexterity	敏捷	T.GAME.STAT	combat	stat name	existing	global
Constitution	体质	T.GAME.STAT	combat	stat name	existing	global
Willpower	意志	T.GAME.STAT	combat	stat name	existing	global
Cunning	灵巧	T.GAME.STAT	combat	stat name	existing	global
Magic	魔力	T.GAME.STAT	combat	stat name	existing	global
Luck	幸运	T.GAME.STAT	combat	stat name	existing	global
str	力量	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
dex	敏捷	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
con	体质	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
wil	意志	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
cun	灵巧	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
mag	魔力	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
lck	幸运	T.GAME.STAT	combat	stat short_name	existing	global	属性短名
Steampower: 	蒸汽强度：	T.GAME.STAT	combat	_t	existing	dlc	Embers of Rage 界面标签；保留源码尾随空格
Steam crit. chance: 	蒸汽暴击几率：	T.GAME.STAT	combat	_t	existing	dlc	Embers of Rage 界面标签；保留源码尾随空格
Steamtech Speed: 	蒸汽速度：	T.GAME.STAT	combat	_t	existing	dlc	Embers of Rage 界面标签；保留源码尾随空格
Mindpower	精神强度	T.GAME.STAT	combat	tformat	preferred	multi	技能与物品机制说明中的精神强度属性；与 Willpower“意志”区分
Global speed	全局速度	T.GAME.STAT	combat	_t	preferred	core	角色面板和教程中的全局行动速度；不写作“整体速度”或“全体速度”
Global speed	全局速度	T.GAME.STAT	combat	tformat	preferred	core	格式化状态说明中的句首机制名；与小写 global speed 统一
global speed	全局速度	T.GAME.STAT	combat	_t	preferred	core	装备、技能和叙述中的全局行动速度机制；不写作“整体速度”
global speed	全局速度	T.GAME.STAT	combat	tformat	preferred	core	技能与状态说明中的全局行动速度机制；不写作“整体速度”或“全体速度”
global action speed	全局速度	T.GAME.STAT	combat	tformat	preferred	core	效果说明中的全局行动速度全称；沿用界面机制名“全局速度”
